--------- beginning of system
09-17 11:10:23.585  1469  1501 E storaged: getDiskStats failed with result NOT_SUPPORTED and size 0
--------- beginning of main
09-17 11:10:23.669  4945  4945 I appproc : app_process main with argv: /system/bin com.android.commands.input.Input tap 952 795 
09-17 11:10:23.669  4945  4945 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
09-17 11:10:23.672  4945  4945 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:44.196  7770  7770 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:44.200  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:44.200  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:44.200  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:44.200  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:44.200  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:44.200  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:44.200  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:44.200  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:44.200  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:44.200  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:44.200  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:44.200  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:44.201  7974  7974 D su      : remote pts_slave: 
09-17 11:10:44.204  7837  7837 D AndroidRuntime: Shutting down VM
09-17 11:10:44.205  7812  7812 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:44.205  7812  7812 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:44.213  7977  7977 D su      : remote uid: 2000
09-17 11:10:44.214  7812  7812 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:44.216  7978  7978 D su      : remote pid: 7947
09-17 11:10:44.221  7770  7770 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:44.228  7980  7980 D su      : remote pts_slave: 
09-17 11:10:44.228  7770  7770 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:44.234  7981  7981 D su      : remote uid: 2000
09-17 11:10:44.237  7979  7979 D su      : remote req pid: 7934
09-17 11:10:44.241  7982  7982 D su      : remote req pid: 7937
09-17 11:10:44.248  7983  7983 D su      : remote args: 5
09-17 11:10:44.249  7812  7812 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:44.251  7865  7865 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:44.251  7865  7865 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:44.253  7865  7865 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:44.255  7812  7812 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:44.256  7987  7987 D su      : waiting for child exit
09-17 11:10:44.260  7984  7984 D su      : remote args: 5
09-17 11:10:44.264  7988  7988 D su      : su invoked.
09-17 11:10:44.266  7865  7865 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:44.269  7993  7993 D su      : su invoked.
09-17 11:10:44.269  7991  7991 D su      : Allowing shell.
09-17 11:10:44.271  7865  7865 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:44.273  7996  7996 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123962248 count=258 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:44.274  7990  7990 D su      : waiting for child exit
09-17 11:10:44.277  7770  7770 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:44.278  7770  7770 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:44.278  7770  7770 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:44.278  7770  7770 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:44.278  7770  7770 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:44.283  7994  7994 D su      : Allowing shell.
09-17 11:10:44.291  8006  8006 D su      : 2000 /system/bin/sh executing 0 sh using binary sh : sh -c dd if=/proc/3856/mem bs=1048576 skip=123962506 count=160 2>/dev/null | grep -qa -o "$(printf "\xa0\x93\xa9\x06\x00\x00\x00\x00")"
09-17 11:10:44.299  7865  7865 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:44.299  7865  7865 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:44.299  7865  7865 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:44.299  7865  7865 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:44.299  7865  7865 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:44.316  7812  7812 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:44.316  7812  7812 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:44.316  7812  7812 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:44.316  7812  7812 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:44.316  7812  7812 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:44.321  7865  7865 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:44.324  7770  7770 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:44.338  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:44.338  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:44.338  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:44.338  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:44.338  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:44.338  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:44.338  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:44.338  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:44.338  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:44.338  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:44.338  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:44.338  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:44.339  7865  7865 D AndroidRuntime: Shutting down VM
09-17 11:10:44.359  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:44.359  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:44.359  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:44.359  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:44.359  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:44.359  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:44.359  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:44.359  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:44.359  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:44.359  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:44.359  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:44.359  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:44.360  7770  7770 D AndroidRuntime: Shutting down VM
09-17 11:10:44.366  7812  7812 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:44.389  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:44.389  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:44.389  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:44.389  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:44.389  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:44.389  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:44.389  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:44.389  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:44.389  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:44.389  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:44.390  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:44.390  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:44.391  7812  7812 D AndroidRuntime: Shutting down VM
09-17 11:10:44.401  7812  8027 W /system/bin/app_process: Thread attaching while runtime is shutting down: Binder:7812_1
09-17 11:10:44.402  7812  8027 I AndroidRuntime: NOTE: attach of thread 'Binder:7812_1' failed
09-17 11:10:44.428  8005  8005 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:44.428  8005  8005 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:44.432  8005  8005 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:44.449  8028  8028 D su      : sending code
09-17 11:10:44.458  7995  7995 I appproc : app_process main with argv: /system/bin com.android.commands.am.Am broadcast -n com.android.settings/com.android.settings.cyanogenmod.superuser.SuReceiver --ei binary_version 16 --es from_name shell --es desired_name  --ei uid 2000 --ei desired_uid 0 --es command sh --es action allow --user 0 
09-17 11:10:44.458  7995  7995 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-17 11:10:44.460  8029  8029 D su      : child exited
09-17 11:10:44.461  7995  7995 E cutils-trace: Error opening trace file: No such file or directory (2)
09-17 11:10:44.471  8030  8030 D su      : client exited 0
09-17 11:10:44.477  3856  3949 I NeoXDevice: On App CMD 41
09-17 11:10:44.477  3856  3949 I         : 
09-17 11:10:44.477  3856  3949 I         : ERROR *****************************************************************************
09-17 11:10:44.477  3856  3949 I [11:10:44.477] M : [ERROR] Bundle::iterator::unpack( authenticate ): Not enough data on stream at 11 for payload (1 left, needed 4)
09-17 11:10:44.477  3856  3949 I         : 
09-17 11:10:44.477  3856  3949 I         : ERROR *****************************************************************************
09-17 11:10:44.477  3856  3949 I [11:10:44.477] M : [ERROR] Bundle::iterator::unpack: Got corrupted message header
09-17 11:10:44.477  3856  3949 I         : 
09-17 11:10:44.477  3856  3949 I         : ERROR *****************************************************************************
09-17 11:10:44.477  3856  3949 I [11:10:44.477] M : [ERROR] Nub::processOrderedPacket( 172.16.1.2:25010 ): Discarding bundle due to corrupted header for message id 0
09-17 11:10:44.477  3856  3949 I         : WARNING ***************************************************************************
09-17 11:10:44.478  3856  3949 I [11:10:44.478] M : [WARNING] MainApp::poll: poll returned unexpectedly (REASON_CORRUPTED_PACKET).
09-17 11:10:44.482  8005  8005 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:44.487  8005  8005 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:44.496  7995  7995 V libnb   : enter native_bridge2_isCompatibleWith 3
09-17 11:10:44.502  7995  7995 I libnb   : Found /system/lib64/libhoudini.so version 3
09-17 11:10:44.532  7995  7995 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:44.532  7995  7995 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:44.532  7995  7995 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:44.532  7995  7995 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:44.532  7995  7995 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:44.534  8005  8005 I /system/bin/app_process: The ClassLoaderContext is a special shared library.
09-17 11:10:44.534  8005  8005 D nativebridge: PreInitializeNativeBridge name=unknown instruction_set=x86_64
09-17 11:10:44.534  8005  8005 W nativebridge: Failed to bind-mount /data/local/cfg-ynhne/ as /proc/cpuinfo: No such file or directory
09-17 11:10:44.534  8005  8005 W nativebridge: Failed to bind-mount /system/lib64/x86_64/cpuinfo as /proc/cpuinfo: No such file or directory
09-17 11:10:44.534  8005  8005 D nativebridge: call UnloadNativeBridge! state=2
09-17 11:10:44.548  7995  7995 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:44.563  8048  8048 D su      : su invoked.
09-17 11:10:44.568  8050  8050 D su      : starting daemon client 2000 0
09-17 11:10:44.570  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:44.570  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:44.570  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
09-17 11:10:44.570  1905  1905 W System.err: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:3424)
09-17 11:10:44.570  1905  1905 W System.err: 	at android.app.ActivityThread.access$1200(ActivityThread.java:207)
09-17 11:10:44.570  1905  1905 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1674)
09-17 11:10:44.570  1905  1905 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
09-17 11:10:44.570  1905  1905 W System.err: 	at android.os.Looper.loop(Looper.java:193)
09-17 11:10:44.570  1905  1905 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:6838)
09-17 11:10:44.570  1905  1905 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
09-17 11:10:44.570  1905  1905 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
09-17 11:10:44.570  1905  1905 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:860)
09-17 11:10:44.571  7995  7995 D AndroidRuntime: Shutting down VM
09-17 11:10:44.582  8051  8051 D su      : connecting client 8047
09-17 11:10:44.589  8055  8055 D su      : remote pid: 8047
09-17 11:10:44.592  8056  8056 D su      : remote pts_slave: /dev/pts/1
09-17 11:10:44.597  8005  8005 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-17 11:10:44.607  8057  8057 D su      : remote uid: 2000
09-17 11:10:44.616  1905  1905 W System.err: java.lang.Exception: Toast callstack! strTip=Superuser granted to Shell
09-17 11:10:44.616  1905  1905 W System.err: 	at android.widget.Toast.show(Toast.java:143)
09-17 11:10:44.616  1905  1905 W System.err: 	at com.koushikdutta.superuser.SuReceiver.onReceive(SuReceiver.java:97)
